network_id,timestamp,pressure,flow_rate,lat,lng,ph,turbidity,conductivity,dissolved_oxygen,temperature,pipe_condition,age_years,material,diameter,last_inspection,efficiency_score,reliability_index,water_loss_percentage,customer_satisfaction,response_time_minutes
network_009,2025-06-15T21:04:15.955978,3.33,42.85,31.463962,-70.973233,6.87,4.86,392.0,8.4,16.8,poor,38,cast_iron,278.0,2024-07-23T15:04:15.958568,81.0,0.869,18.9,93.2,102.0
network_020,2025-06-15T22:04:15.955978,5.14,48.95,33.451292,-72.392085,6.7,2.05,643.0,6.5,17.8,fair,11,PVC,208.0,2025-05-21T15:04:15.958587,71.7,0.921,11.8,85.1,35.0
network_013,2025-06-15T23:04:15.955978,3.46,45.26,31.464818,-88.136145,7.94,1.58,689.0,6.6,15.5,good,29,HDPE,169.0,2024-09-24T15:04:15.958604,92.9,0.872,11.4,84.0,102.0
network_002,2025-06-16T00:04:15.955978,5.65,20.11,35.239287,-102.014378,7.07,1.12,538.0,6.6,24.6,fair,5,HDPE,547.0,2025-03-07T15:04:15.958622,78.5,0.846,19.5,81.1,99.0
network_001,2025-06-16T01:04:15.955978,4.38,33.31,43.817006,-96.863863,7.11,4.3,545.0,8.7,22.7,fair,38,HDPE,526.0,2024-09-20T15:04:15.958638,87.9,0.803,10.0,81.2,115.0
network_001,2025-06-16T02:04:15.955978,5.11,61.33,37.057874,-81.026557,7.46,3.62,572.0,8.9,22.7,excellent,44,concrete,264.0,2024-10-17T15:04:15.958654,75.5,0.922,24.1,77.7,47.0
network_014,2025-06-16T03:04:15.955978,4.35,63.77,28.612459,-101.999097,6.59,4.55,616.0,11.5,20.1,good,12,steel,577.0,2025-02-14T15:04:15.958670,78.9,0.94,20.9,70.6,114.0
network_013,2025-06-16T04:04:15.955978,3.54,24.2,25.094487,-96.323384,8.06,1.21,671.0,11.5,15.2,poor,46,cast_iron,373.0,2025-01-27T15:04:15.958688,90.5,0.859,9.1,81.2,36.0
network_010,2025-06-16T05:04:15.955978,6.55,54.99,44.333693,-73.183379,7.04,3.2,242.0,8.9,17.9,fair,46,steel,467.0,2025-02-01T15:04:15.958707,74.9,0.853,9.6,70.2,72.0
network_020,2025-06-16T06:04:15.955978,3.03,27.59,42.365995,-71.566259,7.09,3.66,787.0,11.9,22.6,fair,47,steel,331.0,2025-04-11T15:04:15.958724,81.6,0.931,10.1,72.4,73.0
network_017,2025-06-16T07:04:15.955978,3.06,39.17,38.279183,-93.631297,8.48,4.9,387.0,7.8,22.0,good,19,steel,558.0,2024-11-27T15:04:15.958742,79.8,0.988,12.6,72.2,37.0
network_019,2025-06-16T08:04:15.955978,6.28,87.17,34.912297,-88.161347,7.85,4.42,402.0,11.3,23.0,excellent,40,cast_iron,325.0,2024-12-29T15:04:15.958759,85.6,0.826,24.6,83.2,23.0
network_008,2025-06-16T09:04:15.955978,4.14,64.03,45.515748,-115.349991,7.4,0.88,569.0,6.6,17.5,poor,12,HDPE,471.0,2024-08-17T15:04:15.958775,75.4,0.804,8.8,94.7,116.0
network_002,2025-06-16T10:04:15.955978,5.03,85.36,37.418235,-104.717657,7.0,0.84,680.0,8.4,24.6,poor,47,steel,406.0,2024-12-01T15:04:15.958792,94.0,0.885,11.1,71.3,19.0
network_002,2025-06-16T11:04:15.955978,4.24,46.9,44.85084,-84.557058,8.47,4.35,517.0,7.0,21.9,good,14,cast_iron,369.0,2024-07-14T15:04:15.958808,80.6,0.843,10.3,88.0,84.0
network_009,2025-06-16T12:04:15.955978,5.78,82.24,39.349822,-79.379176,7.05,1.6,750.0,10.5,18.6,poor,38,HDPE,150.0,2024-12-02T15:04:15.958826,75.7,0.804,19.3,74.9,78.0
network_005,2025-06-16T13:04:15.955978,5.54,35.63,25.312406,-102.668307,7.58,2.59,618.0,10.4,16.1,fair,7,HDPE,547.0,2024-12-10T15:04:15.958844,71.4,0.853,12.1,93.8,15.0
network_017,2025-06-16T14:04:15.955978,3.77,10.14,30.253184,-78.574954,6.54,1.7,317.0,6.0,22.2,fair,26,concrete,148.0,2024-10-13T15:04:15.958861,76.0,0.89,18.1,71.9,86.0
network_004,2025-06-16T15:04:15.955978,3.67,69.86,45.153983,-94.653327,8.49,4.04,594.0,10.5,18.6,good,49,concrete,124.0,2025-05-05T15:04:15.958877,88.7,0.829,11.7,89.9,31.0
network_016,2025-06-16T16:04:15.955978,5.09,62.57,34.025469,-103.997775,7.7,1.66,639.0,6.7,24.3,excellent,47,steel,216.0,2025-07-07T15:04:15.958894,75.7,0.919,16.2,82.4,37.0
network_008,2025-06-16T17:04:15.955978,6.3,72.14,34.301179,-110.973799,7.53,2.82,212.0,10.7,15.9,excellent,6,cast_iron,550.0,2024-07-10T15:04:15.958910,73.8,0.954,14.1,80.7,109.0
network_019,2025-06-16T18:04:15.955978,4.82,29.74,41.373375,-107.25409,6.9,0.64,256.0,7.5,18.8,fair,47,cast_iron,102.0,2024-07-10T15:04:15.958927,92.1,0.821,17.1,92.0,110.0
network_007,2025-06-16T19:04:15.955978,5.14,23.83,28.591288,-83.780042,7.51,1.07,451.0,6.6,20.3,poor,29,PVC,407.0,2025-04-20T15:04:15.958943,86.3,0.936,23.1,90.2,24.0
network_014,2025-06-16T20:04:15.955978,5.35,50.32,27.857147,-104.344646,7.36,0.27,263.0,8.7,20.7,poor,9,PVC,270.0,2025-04-10T15:04:15.958959,91.3,0.96,21.9,90.8,111.0
network_016,2025-06-16T21:04:15.955978,4.13,32.46,43.859966,-75.964291,7.66,3.39,326.0,11.1,15.9,poor,38,steel,452.0,2025-05-28T15:04:15.958976,72.8,0.94,11.1,78.4,88.0
network_001,2025-06-16T22:04:15.955978,6.05,72.08,42.565928,-110.926373,7.63,1.29,375.0,6.1,20.2,good,42,cast_iron,440.0,2024-12-25T15:04:15.958993,70.2,0.839,14.4,89.6,101.0
network_004,2025-06-16T23:04:15.955978,6.7,99.62,42.819979,-107.761302,8.25,0.48,654.0,9.7,21.2,good,24,PVC,255.0,2025-01-28T15:04:15.959009,92.5,0.874,5.3,85.2,114.0
network_008,2025-06-17T00:04:15.955978,6.31,75.74,48.129332,-100.551855,8.07,2.61,449.0,9.1,23.2,excellent,44,HDPE,246.0,2025-01-03T15:04:15.959026,92.9,0.867,17.1,71.9,61.0
network_016,2025-06-17T01:04:15.955978,3.91,86.63,41.583648,-74.288042,7.42,1.51,251.0,8.5,20.4,poor,40,PVC,436.0,2024-07-22T15:04:15.959042,90.0,0.886,9.2,72.0,17.0
network_001,2025-06-17T02:04:15.955978,3.5,43.16,46.722642,-112.551336,8.0,0.68,374.0,10.8,16.1,good,42,steel,512.0,2024-12-14T15:04:15.959061,78.9,0.895,9.5,75.7,76.0
network_017,2025-06-17T03:04:15.955978,5.26,73.31,35.902456,-76.833319,8.21,3.29,547.0,7.3,18.2,good,49,steel,338.0,2025-01-27T15:04:15.959078,75.6,0.826,22.4,84.0,109.0
network_012,2025-06-17T04:04:15.955978,6.72,17.83,37.000191,-101.151119,8.43,0.26,675.0,7.6,16.5,fair,32,HDPE,365.0,2025-05-06T15:04:15.959102,84.2,0.898,13.5,93.1,103.0
network_010,2025-06-17T05:04:15.955978,5.01,50.05,39.857764,-76.53377,6.54,3.16,517.0,8.2,19.9,fair,5,HDPE,353.0,2024-12-27T15:04:15.959119,91.8,0.876,8.4,70.8,72.0
network_011,2025-06-17T06:04:15.955978,6.0,96.23,44.926131,-73.756149,6.64,0.32,339.0,8.0,21.9,excellent,20,PVC,118.0,2024-10-16T15:04:15.959138,91.2,0.813,20.5,76.1,42.0
network_008,2025-06-17T07:04:15.955978,5.74,40.67,47.764866,-98.628537,8.39,2.18,262.0,11.7,18.3,fair,14,steel,335.0,2025-02-11T15:04:15.959155,86.3,0.836,22.3,80.9,116.0
network_006,2025-06-17T08:04:15.955978,3.46,63.31,31.443635,-88.243241,7.46,2.47,329.0,9.3,19.1,poor,35,steel,347.0,2024-12-21T15:04:15.959171,89.8,0.986,15.8,86.6,19.0
network_015,2025-06-17T09:04:15.955978,6.4,85.6,29.098687,-91.830361,7.29,3.42,463.0,6.7,15.9,good,9,cast_iron,589.0,2025-02-04T15:04:15.959190,73.5,0.809,12.3,94.7,70.0
network_005,2025-06-17T10:04:15.955978,4.61,31.42,43.314648,-101.920194,8.35,2.73,658.0,11.4,22.1,poor,29,HDPE,105.0,2024-10-27T15:04:15.959206,91.9,0.938,12.2,89.4,97.0
network_018,2025-06-17T11:04:15.955978,6.6,66.05,44.882179,-108.019046,6.68,3.39,678.0,8.4,22.1,fair,31,HDPE,512.0,2024-09-17T15:04:15.959223,82.6,0.822,12.5,83.2,39.0
network_016,2025-06-17T12:04:15.955978,5.61,63.95,38.982732,-77.597351,8.3,4.28,685.0,10.7,19.4,excellent,5,PVC,140.0,2024-10-17T15:04:15.959241,77.2,0.928,18.2,70.7,19.0
network_004,2025-06-17T13:04:15.955978,6.82,47.57,44.302163,-106.635801,7.95,1.26,314.0,7.3,17.7,excellent,32,concrete,185.0,2024-08-26T15:04:15.959258,73.0,0.91,8.3,83.3,81.0
network_011,2025-06-17T14:04:15.955978,4.78,11.84,44.437404,-76.755585,7.16,0.51,376.0,7.9,24.2,poor,14,PVC,378.0,2024-09-29T15:04:15.959279,82.3,0.912,8.5,95.0,106.0
network_007,2025-06-17T15:04:15.955978,5.44,74.29,32.714212,-76.742006,7.95,2.88,697.0,8.5,17.0,good,21,PVC,422.0,2024-11-18T15:04:15.959298,89.7,0.886,6.3,80.2,17.0
network_017,2025-06-17T16:04:15.955978,6.75,42.0,40.091172,-111.915198,6.87,2.32,541.0,11.9,18.3,poor,6,PVC,503.0,2025-07-06T15:04:15.959315,75.5,0.856,24.2,86.2,47.0
network_004,2025-06-17T17:04:15.955978,3.54,32.87,33.153205,-103.156423,6.87,1.28,544.0,6.7,21.7,fair,47,PVC,248.0,2025-02-28T15:04:15.959334,85.1,0.819,8.0,71.3,36.0
network_015,2025-06-17T18:04:15.955978,3.11,39.36,42.588974,-84.825786,8.27,3.91,246.0,6.4,21.3,fair,12,PVC,211.0,2025-03-24T15:04:15.959350,79.7,0.934,9.2,83.9,39.0
network_011,2025-06-17T19:04:15.955978,3.76,38.5,31.327019,-119.490031,7.04,0.65,614.0,6.7,18.8,poor,49,cast_iron,163.0,2024-11-16T15:04:15.959367,84.1,0.853,18.3,75.9,40.0
network_018,2025-06-17T20:04:15.955978,4.67,22.89,42.002957,-86.388213,8.13,4.59,301.0,9.7,22.3,good,22,steel,445.0,2025-01-27T15:04:15.959384,79.3,0.804,16.6,88.6,31.0
network_008,2025-06-17T21:04:15.955978,5.2,32.24,33.623028,-116.508085,7.05,1.29,560.0,7.0,17.9,excellent,18,PVC,253.0,2024-07-19T15:04:15.959400,89.1,0.928,6.2,88.9,48.0
network_004,2025-06-17T22:04:15.955978,6.03,10.56,45.583701,-101.999302,7.05,0.1,510.0,8.5,21.4,good,32,cast_iron,176.0,2025-05-01T15:04:15.959418,80.6,0.899,20.6,86.4,72.0
network_001,2025-06-17T23:04:15.955978,6.82,79.26,30.543179,-106.773977,7.74,3.82,504.0,8.3,19.1,excellent,28,cast_iron,484.0,2025-03-20T15:04:15.959436,71.4,0.801,10.7,85.7,58.0
network_002,2025-06-18T00:04:15.955978,5.21,56.66,41.551527,-95.595069,6.95,3.83,327.0,8.4,20.4,poor,41,concrete,543.0,2024-08-07T15:04:15.959452,82.1,0.807,14.4,77.9,76.0
network_010,2025-06-18T01:04:15.955978,3.32,33.77,49.798137,-107.702765,7.05,0.72,766.0,8.2,15.6,good,44,steel,418.0,2025-04-03T15:04:15.959470,91.0,0.81,17.3,87.5,57.0
network_003,2025-06-18T02:04:15.955978,4.86,82.31,42.499971,-75.964167,6.64,3.53,425.0,7.9,17.5,good,26,concrete,487.0,2025-05-04T15:04:15.959487,77.1,0.82,19.8,89.6,78.0
network_013,2025-06-18T03:04:15.955978,4.48,99.77,47.756966,-79.762941,6.95,4.58,751.0,6.4,18.6,excellent,6,PVC,334.0,2025-03-12T15:04:15.959503,75.2,0.893,23.0,87.4,65.0
network_006,2025-06-18T04:04:15.955978,3.04,26.4,35.386914,-97.853145,8.05,0.76,775.0,6.8,24.5,fair,41,concrete,540.0,2025-05-01T15:04:15.959519,92.1,0.93,23.4,89.5,44.0
network_008,2025-06-18T05:04:15.955978,3.42,79.01,43.698965,-104.861873,7.27,2.37,624.0,9.5,15.1,good,16,steel,137.0,2025-01-05T15:04:15.959535,71.5,0.887,10.5,92.8,23.0
network_018,2025-06-18T06:04:15.955978,6.66,38.96,40.078488,-71.564729,7.77,2.42,581.0,6.7,18.1,fair,13,PVC,392.0,2024-09-08T15:04:15.959552,84.2,0.838,6.5,71.6,117.0
network_003,2025-06-18T07:04:15.955978,3.53,62.18,49.355328,-111.772278,7.55,2.26,794.0,10.5,24.0,poor,33,HDPE,580.0,2025-05-14T15:04:15.959568,90.5,0.945,5.8,80.5,75.0
network_019,2025-06-18T08:04:15.955978,5.39,78.96,41.028876,-103.5714,7.88,1.21,749.0,6.5,21.3,fair,10,concrete,253.0,2025-03-17T15:04:15.959587,78.6,0.853,16.3,72.6,19.0
network_007,2025-06-18T09:04:15.955978,6.64,45.17,33.086644,-104.288213,6.82,2.27,277.0,9.4,15.6,poor,44,cast_iron,385.0,2024-08-14T15:04:15.959603,90.4,0.802,7.7,80.3,80.0
network_011,2025-06-18T10:04:15.955978,4.16,60.71,45.529396,-87.011822,7.8,1.82,447.0,11.0,18.5,excellent,39,concrete,449.0,2024-12-02T15:04:15.959619,88.8,0.924,9.3,82.0,98.0
network_015,2025-06-18T11:04:15.955978,5.35,25.57,43.202998,-90.334694,7.08,3.42,316.0,11.7,16.3,fair,13,cast_iron,506.0,2025-01-10T15:04:15.959636,84.3,0.951,18.0,88.3,56.0
network_018,2025-06-18T12:04:15.955978,4.54,90.61,32.368497,-115.984369,6.89,0.47,408.0,10.8,24.5,poor,26,HDPE,309.0,2025-03-15T15:04:15.959651,91.9,0.914,12.2,78.0,31.0
network_006,2025-06-18T13:04:15.955978,5.5,35.56,28.910295,-72.830563,8.07,4.09,516.0,9.5,23.4,good,36,concrete,504.0,2025-06-16T15:04:15.959667,84.9,0.811,13.7,83.1,94.0
network_020,2025-06-18T14:04:15.955978,6.25,22.55,38.906448,-93.916464,7.72,3.33,245.0,9.4,16.5,excellent,35,PVC,511.0,2024-08-07T15:04:15.959683,71.4,0.937,6.3,87.0,111.0
network_013,2025-06-18T15:04:15.955978,5.13,40.94,37.059931,-110.468387,6.72,1.24,309.0,10.9,19.0,poor,18,concrete,295.0,2025-04-06T15:04:15.959700,79.3,0.81,22.2,84.2,92.0
network_020,2025-06-18T16:04:15.955978,4.94,66.81,49.22553,-72.982984,7.64,2.02,368.0,10.0,16.0,poor,33,HDPE,492.0,2024-08-22T15:04:15.959717,83.5,0.947,8.4,73.8,45.0
network_013,2025-06-18T17:04:15.955978,3.65,11.84,28.542552,-115.442821,7.34,0.51,701.0,11.3,19.9,poor,20,PVC,347.0,2025-01-07T15:04:15.959734,73.8,0.891,6.6,82.9,46.0
network_013,2025-06-18T18:04:15.955978,3.49,51.89,29.907314,-118.996884,8.36,2.06,765.0,8.3,16.2,good,13,steel,587.0,2024-07-30T15:04:15.959751,84.7,0.973,23.3,87.4,73.0
network_009,2025-06-18T19:04:15.955978,5.85,72.82,27.27412,-83.830195,8.34,1.15,537.0,11.3,20.6,good,17,concrete,316.0,2025-05-17T15:04:15.959768,93.3,0.945,5.8,73.3,82.0
network_002,2025-06-18T20:04:15.955978,5.59,17.85,49.814887,-86.767807,7.31,3.89,763.0,8.3,16.4,excellent,27,steel,266.0,2024-12-21T15:04:15.959783,94.9,0.965,23.2,80.7,50.0
network_007,2025-06-18T21:04:15.955978,3.67,79.84,39.630464,-73.554515,6.83,4.78,448.0,9.8,22.2,good,29,HDPE,122.0,2024-09-19T15:04:15.959799,92.8,0.807,12.2,93.9,112.0
network_010,2025-06-18T22:04:15.955978,5.17,14.3,47.449436,-82.05168,7.3,0.74,472.0,10.7,18.6,poor,7,PVC,369.0,2024-09-20T15:04:15.959817,82.9,0.966,18.7,86.9,53.0
network_006,2025-06-18T23:04:15.955978,4.81,35.01,34.971139,-80.571691,7.05,2.41,374.0,10.9,16.1,excellent,35,steel,484.0,2025-02-17T15:04:15.959835,75.6,0.891,22.9,84.3,102.0
network_003,2025-06-19T00:04:15.955978,5.62,11.83,45.997399,-81.895876,6.5,4.7,752.0,6.5,15.5,fair,42,cast_iron,131.0,2025-02-10T15:04:15.959852,91.2,0.838,11.0,71.5,44.0
network_018,2025-06-19T01:04:15.955978,6.93,74.58,42.461303,-72.291867,8.38,0.17,346.0,6.9,19.7,fair,43,cast_iron,370.0,2024-12-06T15:04:15.959869,88.6,0.86,20.6,94.4,34.0
network_010,2025-06-19T02:04:15.955978,5.75,98.01,47.405173,-106.120161,7.91,0.75,256.0,7.9,23.8,fair,46,concrete,189.0,2024-07-24T15:04:15.959884,84.1,0.918,24.1,93.3,94.0
network_019,2025-06-19T03:04:15.955978,3.86,92.4,39.59635,-110.310779,6.71,3.24,262.0,7.8,15.1,excellent,39,steel,560.0,2025-07-01T15:04:15.959901,82.6,0.856,13.3,73.4,93.0
network_015,2025-06-19T04:04:15.955978,3.94,74.36,29.854434,-103.429488,6.76,4.55,630.0,7.6,16.9,good,36,PVC,225.0,2024-12-11T15:04:15.959918,85.5,0.801,22.2,78.7,23.0
network_006,2025-06-19T05:04:15.955978,4.54,76.77,37.456938,-80.214323,6.67,2.14,382.0,8.1,17.0,fair,10,PVC,573.0,2025-06-19T15:04:15.959934,72.5,0.851,13.7,94.0,30.0
network_006,2025-06-19T06:04:15.955978,6.62,42.06,27.515567,-72.677284,6.7,2.93,338.0,7.8,24.6,poor,34,cast_iron,411.0,2025-04-16T15:04:15.959950,88.1,0.965,13.3,91.7,25.0
network_014,2025-06-19T07:04:15.955978,6.94,22.0,34.055386,-101.14742,6.63,3.2,440.0,8.8,17.0,excellent,30,cast_iron,362.0,2024-09-29T15:04:15.959966,87.3,0.946,20.9,76.2,23.0
network_006,2025-06-19T08:04:15.955978,5.34,67.76,29.463704,-103.943022,6.54,1.23,299.0,8.2,24.8,poor,24,cast_iron,139.0,2025-02-28T15:04:15.959983,85.6,0.972,21.1,78.9,51.0
network_012,2025-06-19T09:04:15.955978,5.92,96.88,27.37563,-118.365289,6.51,0.04,672.0,7.5,22.7,fair,13,PVC,269.0,2025-06-03T15:04:15.960005,78.2,0.881,9.3,70.1,55.0
network_013,2025-06-19T10:04:15.955978,6.69,59.33,47.190282,-105.597805,8.15,0.46,746.0,7.0,23.9,fair,26,steel,132.0,2025-04-28T15:04:15.960021,71.9,0.831,7.4,93.4,76.0
network_009,2025-06-19T11:04:15.955978,4.1,11.96,25.900382,-71.401478,7.05,1.9,753.0,9.9,24.0,good,32,HDPE,390.0,2025-06-06T15:04:15.960037,93.9,0.937,16.2,75.4,64.0
network_007,2025-06-19T12:04:15.955978,3.86,65.09,35.910688,-80.748445,7.14,1.58,263.0,7.7,16.5,fair,31,cast_iron,150.0,2025-03-15T15:04:15.960053,88.0,0.829,23.1,93.1,86.0
network_008,2025-06-19T13:04:15.955978,4.18,32.84,47.0436,-88.210919,7.03,4.77,671.0,8.8,24.8,fair,50,cast_iron,487.0,2024-12-06T15:04:15.960069,92.8,0.946,6.3,86.9,83.0
network_010,2025-06-19T14:04:15.955978,4.74,84.27,32.6986,-119.69097,6.8,0.17,708.0,11.3,20.1,excellent,26,cast_iron,580.0,2024-11-10T15:04:15.960086,90.3,0.853,22.4,80.4,20.0
network_016,2025-06-19T15:04:15.955978,3.5,58.53,34.653652,-90.585926,8.03,2.29,417.0,9.5,20.5,good,43,concrete,226.0,2025-02-03T15:04:15.960103,88.0,0.955,21.5,79.1,36.0
network_020,2025-06-19T16:04:15.955978,6.24,30.78,33.249365,-99.376587,7.88,0.41,241.0,8.8,21.6,poor,28,HDPE,486.0,2025-05-14T15:04:15.960119,75.2,0.844,21.3,84.4,109.0
network_017,2025-06-19T17:04:15.955978,3.45,28.02,41.976472,-109.944777,8.05,2.93,214.0,6.4,18.0,poor,19,steel,117.0,2025-06-15T15:04:15.960136,73.9,0.826,9.3,76.9,94.0
network_001,2025-06-19T18:04:15.955978,4.29,35.78,32.845272,-100.866582,7.93,0.87,350.0,10.0,19.0,fair,50,HDPE,232.0,2024-11-03T15:04:15.960153,75.8,0.87,16.7,89.4,22.0
network_019,2025-06-19T19:04:15.955978,3.67,18.82,27.940991,-116.964372,7.53,4.05,731.0,11.9,15.5,good,32,cast_iron,379.0,2024-12-16T15:04:15.960168,83.8,0.841,23.8,72.4,93.0
network_014,2025-06-19T20:04:15.955978,4.99,64.36,28.281781,-119.816111,8.26,4.69,375.0,11.2,15.6,excellent,41,concrete,275.0,2025-02-09T15:04:15.960185,91.0,0.882,21.5,92.6,91.0
network_020,2025-06-19T21:04:15.955978,3.43,40.6,41.212061,-86.393307,8.02,1.39,524.0,8.4,23.2,good,50,cast_iron,314.0,2025-02-12T15:04:15.960202,80.0,0.956,7.8,76.5,80.0
network_010,2025-06-19T22:04:15.955978,6.36,44.22,49.720725,-109.063222,7.11,3.25,575.0,7.7,16.3,excellent,35,PVC,442.0,2025-05-04T15:04:15.960217,75.2,0.896,12.2,89.7,41.0
network_011,2025-06-19T23:04:15.955978,5.4,53.7,32.678756,-89.92895,6.93,0.71,419.0,9.7,17.9,fair,9,HDPE,334.0,2024-08-29T15:04:15.960234,81.6,0.881,6.9,93.4,21.0
network_002,2025-06-20T00:04:15.955978,4.92,59.29,41.451402,-85.612327,7.29,0.65,263.0,10.2,16.2,poor,20,HDPE,121.0,2024-09-21T15:04:15.960252,83.9,0.802,15.6,85.8,83.0
network_005,2025-06-20T01:04:15.955978,6.18,45.24,27.397153,-80.400466,7.03,3.46,616.0,6.5,24.4,poor,35,PVC,514.0,2024-09-10T15:04:15.960268,92.7,0.909,11.9,83.7,21.0
network_005,2025-06-20T02:04:15.955978,6.32,59.53,41.513199,-75.856016,7.41,1.61,337.0,10.2,17.3,poor,16,cast_iron,252.0,2025-04-26T15:04:15.960285,75.2,0.876,8.7,74.6,68.0
network_004,2025-06-20T03:04:15.955978,6.23,89.74,29.66002,-114.375554,8.28,1.32,645.0,9.1,20.4,fair,42,steel,184.0,2025-04-16T15:04:15.960301,88.5,0.873,15.4,84.8,22.0
network_012,2025-06-20T04:04:15.955978,3.89,77.81,39.311019,-112.266323,7.46,3.18,377.0,10.7,23.1,fair,5,PVC,231.0,2025-05-11T15:04:15.960318,92.8,0.865,19.2,76.0,71.0
network_008,2025-06-20T05:04:15.955978,3.69,45.37,30.194461,-96.413777,8.18,4.55,337.0,8.8,24.4,excellent,35,steel,458.0,2024-12-01T15:04:15.960333,81.4,0.948,11.7,85.7,109.0
network_008,2025-06-20T06:04:15.955978,6.34,74.01,46.643897,-93.560757,6.56,4.35,752.0,7.3,23.5,good,21,PVC,293.0,2025-06-05T15:04:15.960349,87.2,0.977,16.0,88.5,37.0
network_012,2025-06-20T07:04:15.955978,4.15,97.48,36.505458,-85.903167,8.13,0.99,527.0,11.9,16.2,good,8,steel,246.0,2024-07-19T15:04:15.960367,83.3,0.887,21.4,73.2,98.0
network_007,2025-06-20T08:04:15.955978,3.26,59.85,41.341366,-116.977865,6.7,1.85,412.0,6.1,21.2,excellent,47,cast_iron,139.0,2025-04-28T15:04:15.960383,88.5,0.836,19.8,91.2,93.0
network_003,2025-06-20T09:04:15.955978,5.33,49.2,39.644218,-89.925022,7.86,1.32,350.0,11.6,20.6,poor,47,steel,303.0,2024-11-08T15:04:15.960399,87.1,0.912,15.1,89.9,72.0
network_018,2025-06-20T10:04:15.955978,5.75,31.52,26.981133,-117.675895,7.24,1.59,504.0,7.4,20.7,excellent,28,cast_iron,171.0,2025-05-14T15:04:15.960415,84.8,0.808,23.8,92.2,91.0
network_008,2025-06-20T11:04:15.955978,4.53,23.67,36.274836,-111.024978,7.6,2.05,467.0,8.5,17.9,poor,48,PVC,317.0,2025-02-17T15:04:15.960432,71.9,0.9,5.9,75.7,43.0
network_009,2025-06-20T12:04:15.955978,5.0,26.95,28.922175,-94.196249,7.42,2.58,716.0,10.8,15.1,poor,23,cast_iron,600.0,2024-08-22T15:04:15.960448,87.4,0.857,7.1,78.6,109.0
network_012,2025-06-20T13:04:15.955978,4.83,47.6,38.899165,-115.851655,6.7,3.08,616.0,6.5,18.9,poor,20,concrete,230.0,2025-05-02T15:04:15.960464,81.9,0.829,22.1,75.6,85.0
network_015,2025-06-20T14:04:15.955978,6.58,92.77,48.573075,-81.503025,7.99,0.53,796.0,11.8,20.9,excellent,11,cast_iron,349.0,2025-06-11T15:04:15.960480,90.2,0.897,12.0,79.6,22.0
network_020,2025-06-20T15:04:15.955978,5.96,92.89,42.062147,-113.030769,6.59,2.43,553.0,9.6,21.2,poor,46,HDPE,250.0,2024-08-30T15:04:15.960496,79.4,0.808,16.6,86.8,23.0
network_007,2025-06-20T16:04:15.955978,3.7,80.65,43.270395,-97.145385,7.74,0.35,537.0,11.0,22.8,fair,33,concrete,307.0,2025-01-22T15:04:15.960546,85.6,0.864,7.9,80.6,73.0
network_005,2025-06-20T17:04:15.955978,3.44,88.89,25.128868,-105.346325,6.88,0.03,792.0,9.4,15.3,fair,38,steel,156.0,2024-09-27T15:04:15.960563,72.3,0.849,13.3,90.0,115.0
network_017,2025-06-20T18:04:15.955978,6.65,48.44,29.235361,-100.440826,7.01,3.15,339.0,10.0,23.5,poor,29,steel,154.0,2025-04-01T15:04:15.960581,85.9,0.976,23.0,89.2,20.0
network_020,2025-06-20T19:04:15.955978,3.23,52.19,48.721114,-108.306288,7.57,1.13,645.0,6.4,17.3,poor,30,steel,326.0,2025-01-15T15:04:15.960598,77.6,0.925,23.1,87.3,60.0
network_004,2025-06-20T20:04:15.955978,3.52,92.83,47.303828,-95.607978,8.19,3.02,780.0,9.7,19.2,good,11,cast_iron,181.0,2024-12-08T15:04:15.960616,82.0,0.953,6.6,94.1,88.0
network_002,2025-06-20T21:04:15.955978,3.76,76.9,38.214829,-82.548703,6.55,2.35,511.0,8.2,21.7,good,18,concrete,587.0,2025-04-03T15:04:15.960632,75.9,0.893,5.7,84.2,44.0
network_018,2025-06-20T22:04:15.955978,3.13,54.06,29.765509,-96.765789,6.91,2.32,359.0,6.6,22.2,good,27,cast_iron,511.0,2024-08-05T15:04:15.960653,93.9,0.809,21.9,86.6,102.0
network_007,2025-06-20T23:04:15.955978,6.99,28.24,41.083778,-73.027379,7.26,0.47,775.0,7.4,17.3,good,44,PVC,449.0,2025-01-25T15:04:15.960678,94.9,0.96,24.1,91.9,48.0
network_019,2025-06-21T00:04:15.955978,3.58,99.43,28.519968,-104.143172,7.5,2.92,482.0,8.2,23.2,fair,35,steel,397.0,2025-05-11T15:04:15.960706,93.6,0.913,7.9,78.5,23.0
network_002,2025-06-21T01:04:15.955978,6.95,67.72,30.648665,-107.529112,6.59,4.72,508.0,7.4,20.9,poor,24,PVC,233.0,2024-12-29T15:04:15.960730,75.1,0.99,17.5,80.4,46.0
network_009,2025-06-21T02:04:15.955978,3.37,28.44,26.7397,-85.064623,6.5,1.56,636.0,9.6,19.6,good,34,concrete,278.0,2024-10-28T15:04:15.960756,82.6,0.811,18.5,92.3,119.0
network_009,2025-06-21T03:04:15.955978,6.99,18.92,41.259451,-92.127558,6.6,0.37,633.0,10.1,15.3,fair,33,PVC,464.0,2025-04-01T15:04:15.960781,76.7,0.822,22.1,89.3,97.0
network_001,2025-06-21T04:04:15.955978,4.49,36.01,28.822839,-81.683488,6.61,0.63,745.0,8.3,16.0,poor,19,HDPE,133.0,2025-02-28T15:04:15.960808,82.4,0.915,11.4,81.1,47.0
