device_id,timestamp,consumption,flow_rate,pressure,temperature,ph,turbidity,conductivity,dissolved_oxygen,lat,lng
iot_device_007,2025-06-19T09:04:15.750604,58.7,4.05,2.8,17.7,6.88,0.71,727.0,10.0,38.100708,-113.887013
iot_device_008,2025-06-19T10:04:15.750604,25.46,2.34,3.35,18.9,7.46,2.93,236.0,7.6,41.630746,-91.036865
iot_device_017,2025-06-19T11:04:15.750604,34.08,2.12,5.02,20.9,7.65,1.6,603.0,7.9,47.23912,-79.569871
iot_device_022,2025-06-19T12:04:15.750604,37.93,2.67,3.21,15.2,6.84,4.71,675.0,9.1,33.1821,-73.6471
iot_device_046,2025-06-19T13:04:15.750604,16.0,4.12,6.7,23.0,7.73,1.24,408.0,10.8,32.248291,-92.314127
iot_device_030,2025-06-19T14:04:15.750604,14.15,1.25,2.41,19.6,7.1,1.08,222.0,9.3,43.119759,-119.967526
iot_device_037,2025-06-19T15:04:15.750604,14.26,0.93,7.2,23.3,6.82,4.25,264.0,11.4,43.091899,-85.396459
iot_device_002,2025-06-19T16:04:15.750604,20.26,1.46,5.85,21.2,6.56,2.38,269.0,7.9,29.171609,-107.407333
iot_device_006,2025-06-19T17:04:15.750604,13.03,4.81,5.43,22.9,8.02,1.56,203.0,6.6,34.686088,-85.254407
iot_device_035,2025-06-19T18:04:15.750604,144.12,3.36,5.96,19.3,8.08,2.99,702.0,8.6,40.955405,-79.675911
iot_device_010,2025-06-19T19:04:15.750604,273.95,2.16,4.56,20.0,6.81,1.11,381.0,8.9,34.261409,-107.91885
iot_device_004,2025-06-19T20:04:15.750604,133.33,0.94,5.29,22.7,8.11,3.77,612.0,7.1,37.586725,-89.084952
iot_device_005,2025-06-19T21:04:15.750604,75.98,2.33,2.64,24.7,7.34,3.63,209.0,12.0,27.24688,-101.116943
iot_device_013,2025-06-19T22:04:15.750604,64.02,2.27,7.05,22.2,7.94,3.03,724.0,6.0,39.052143,-100.540855
iot_device_032,2025-06-19T23:04:15.750604,23.42,4.84,6.12,23.2,8.21,2.41,744.0,10.2,49.181853,-104.450489
iot_device_021,2025-06-20T00:04:15.750604,38.04,2.26,5.35,21.5,8.05,2.1,532.0,6.2,48.987574,-84.540725
iot_device_002,2025-06-20T01:04:15.750604,29.81,2.35,6.04,24.6,7.5,0.84,236.0,11.9,35.287394,-72.821191
iot_device_005,2025-06-20T02:04:15.750604,16.9,1.0,2.1,24.4,8.39,3.25,446.0,11.9,37.885332,-116.244768
iot_device_017,2025-06-20T03:04:15.750604,22.52,3.32,6.7,20.6,7.77,4.98,793.0,10.1,48.168528,-110.663628
iot_device_042,2025-06-20T04:04:15.750604,20.7,4.07,2.76,18.9,6.75,3.6,398.0,10.9,27.763226,-78.008297
iot_device_043,2025-06-20T05:04:15.750604,16.48,4.15,3.3,15.3,6.8,0.07,505.0,8.0,41.868175,-93.262888
iot_device_011,2025-06-20T06:04:15.750604,114.14,3.23,4.33,18.3,7.09,5.0,390.0,10.4,36.652956,-102.389509
iot_device_008,2025-06-20T07:04:15.750604,105.05,4.62,3.76,19.7,7.95,1.49,685.0,6.5,47.614471,-80.351485
iot_device_040,2025-06-20T08:04:15.750604,125.43,2.22,6.26,23.7,7.29,4.42,578.0,10.3,32.837291,-84.84327
iot_device_018,2025-06-20T09:04:15.750604,107.13,0.68,2.96,24.5,8.03,2.16,788.0,10.5,25.773789,-109.609246
iot_device_035,2025-06-20T10:04:15.750604,39.78,2.0,7.93,19.0,7.77,0.45,722.0,11.2,47.383118,-112.889213
iot_device_014,2025-06-20T11:04:15.750604,17.88,4.68,7.97,15.2,8.01,2.51,489.0,9.0,25.291774,-88.972667
iot_device_019,2025-06-20T12:04:15.750604,36.69,1.03,3.69,15.4,7.05,2.78,723.0,7.6,33.042268,-110.160426
iot_device_014,2025-06-20T13:04:15.750604,24.18,1.37,7.3,15.7,7.12,1.76,225.0,7.4,30.359865,-102.364926
iot_device_037,2025-06-20T14:04:15.750604,13.53,0.98,2.08,20.6,7.07,4.04,714.0,6.1,49.893133,-84.149936
iot_device_009,2025-06-20T15:04:15.750604,28.84,3.74,7.56,22.8,7.65,4.24,723.0,7.5,46.356083,-106.690738
iot_device_033,2025-06-20T16:04:15.750604,35.73,3.93,7.68,20.3,7.57,2.74,784.0,9.7,42.865457,-84.837845
iot_device_048,2025-06-20T17:04:15.750604,27.76,4.21,7.71,15.8,7.81,2.19,703.0,7.3,40.395921,-118.154717
iot_device_049,2025-06-20T18:04:15.750604,88.59,0.63,2.19,20.1,8.03,3.88,684.0,11.9,46.966832,-89.961227
iot_device_033,2025-06-20T19:04:15.750604,179.34,1.68,4.02,24.1,7.39,0.48,749.0,10.6,41.294137,-93.750149
iot_device_029,2025-06-20T20:04:15.750604,96.29,3.29,2.96,17.9,8.05,2.18,282.0,7.6,29.138958,-84.53792
iot_device_037,2025-06-20T21:04:15.750604,137.28,1.71,3.25,17.6,6.69,0.98,243.0,8.9,35.943871,-84.086036
iot_device_032,2025-06-20T22:04:15.750604,106.49,3.38,5.54,16.7,7.27,0.44,547.0,6.7,35.33702,-71.45323
iot_device_019,2025-06-20T23:04:15.750604,34.82,1.23,3.91,19.4,8.39,3.41,615.0,8.0,33.659831,-79.026828
iot_device_031,2025-06-21T00:04:15.750604,23.32,2.39,7.84,24.9,8.39,1.32,257.0,10.7,48.749072,-116.299945
iot_device_043,2025-06-21T01:04:15.750604,22.73,1.04,5.58,20.1,7.1,0.46,606.0,10.2,42.824179,-112.978416
iot_device_020,2025-06-21T02:04:15.750604,30.06,4.98,5.13,16.8,8.28,4.2,268.0,11.2,34.882132,-94.739326
iot_device_043,2025-06-21T03:04:15.750604,39.87,2.52,7.75,20.2,6.64,4.29,489.0,7.4,30.276362,-102.345962
iot_device_007,2025-06-21T04:04:15.750604,27.88,1.12,7.03,19.3,6.79,3.98,281.0,6.9,29.64851,-98.636359
iot_device_023,2025-06-21T05:04:15.750604,22.24,0.9,7.46,24.7,7.59,0.57,398.0,11.6,32.52305,-114.926441
iot_device_045,2025-06-21T06:04:15.750604,147.63,2.8,3.35,20.2,6.84,1.24,671.0,7.9,38.998208,-80.220559
iot_device_046,2025-06-21T07:04:15.750604,64.96,3.6,6.88,19.5,7.04,1.24,646.0,11.4,26.668794,-93.663141
iot_device_019,2025-06-21T08:04:15.750604,62.4,1.82,3.87,20.4,6.85,4.06,648.0,11.7,29.230443,-114.491986
iot_device_025,2025-06-21T09:04:15.750604,140.03,0.63,7.48,22.4,7.21,0.99,570.0,9.7,37.50175,-104.769776
iot_device_018,2025-06-21T10:04:15.750604,11.58,2.63,5.54,21.1,6.6,3.81,287.0,8.5,28.313252,-99.57504
iot_device_002,2025-06-21T11:04:15.750604,25.02,2.15,4.97,16.7,6.99,0.75,675.0,8.4,30.905922,-71.299871
iot_device_013,2025-06-21T12:04:15.750604,21.6,3.93,2.33,21.2,8.47,4.5,240.0,11.9,29.764805,-117.271336
iot_device_037,2025-06-21T13:04:15.750604,21.86,3.51,4.4,22.4,6.74,0.54,768.0,9.9,31.83026,-108.50333
iot_device_005,2025-06-21T14:04:15.750604,25.22,4.92,6.95,21.7,6.86,0.48,796.0,7.6,45.811265,-89.977821
iot_device_023,2025-06-21T15:04:15.750604,29.06,3.04,5.75,22.2,7.73,4.53,254.0,10.7,33.652643,-117.593197
iot_device_013,2025-06-21T16:04:15.750604,11.52,1.08,7.35,19.3,7.66,4.43,516.0,9.4,47.780834,-117.366349
iot_device_023,2025-06-21T17:04:15.750604,29.34,4.82,7.39,18.7,6.61,4.83,617.0,10.7,47.278426,-105.888826
iot_device_030,2025-06-21T18:04:15.750604,89.51,3.83,4.54,18.4,6.67,0.97,523.0,10.8,40.019354,-84.837069
iot_device_049,2025-06-21T19:04:15.750604,161.92,4.56,6.69,17.4,6.8,1.38,638.0,10.8,38.033728,-82.263043
iot_device_012,2025-06-21T20:04:15.750604,127.42,2.3,5.67,17.6,7.89,4.4,696.0,10.8,36.910107,-72.648375
iot_device_010,2025-06-21T21:04:15.750604,93.86,3.97,6.99,15.9,7.27,4.89,365.0,8.5,37.501988,-104.033524
iot_device_018,2025-06-21T22:04:15.750604,104.94,1.06,6.7,16.7,6.64,4.64,295.0,9.3,32.385841,-113.254806
iot_device_024,2025-06-21T23:04:15.750604,11.37,2.62,7.73,21.9,8.37,1.62,355.0,10.2,44.974716,-108.978818
iot_device_050,2025-06-22T00:04:15.750604,28.07,4.0,6.91,22.6,8.23,1.9,559.0,10.4,34.372676,-85.013687
iot_device_011,2025-06-22T01:04:15.750604,25.72,4.11,5.28,16.7,7.45,0.87,560.0,6.4,36.363209,-92.732791
iot_device_016,2025-06-22T02:04:15.750604,36.99,1.54,5.4,15.2,8.4,2.73,446.0,11.8,25.449078,-104.003521
iot_device_048,2025-06-22T03:04:15.750604,34.76,4.64,3.34,16.1,7.57,2.43,455.0,6.8,26.471845,-111.28308
iot_device_007,2025-06-22T04:04:15.750604,13.81,0.62,2.5,23.6,8.11,4.19,377.0,11.1,33.717042,-92.284353
iot_device_044,2025-06-22T05:04:15.750604,32.81,3.58,7.21,20.2,8.43,1.03,305.0,9.1,29.550359,-75.088105
iot_device_012,2025-06-22T06:04:15.750604,98.16,2.95,6.45,21.5,8.09,4.49,594.0,9.3,32.104364,-111.284664
iot_device_012,2025-06-22T07:04:15.750604,118.71,3.13,6.76,15.8,6.81,4.8,428.0,9.4,32.66512,-105.226782
iot_device_031,2025-06-22T08:04:15.750604,116.54,2.45,5.74,20.1,7.36,1.73,677.0,9.3,26.89064,-71.156749
iot_device_012,2025-06-22T09:04:15.750604,113.63,4.43,2.35,18.2,8.38,2.74,769.0,6.2,27.022554,-113.73098
iot_device_047,2025-06-22T10:04:15.750604,11.03,4.43,4.99,17.3,6.84,0.25,741.0,7.6,27.242579,-103.759104
iot_device_011,2025-06-22T11:04:15.750604,35.23,4.16,3.31,18.2,8.12,2.36,210.0,11.8,42.729144,-107.082266
iot_device_022,2025-06-22T12:04:15.750604,11.18,0.98,4.74,19.8,7.39,3.98,448.0,6.4,36.283985,-88.81584
iot_device_008,2025-06-22T13:04:15.750604,37.55,3.36,4.76,23.2,7.06,1.56,589.0,10.1,34.348115,-84.995858
iot_device_010,2025-06-22T14:04:15.750604,26.28,3.0,5.49,23.4,7.55,0.87,789.0,10.0,38.947093,-93.449278
iot_device_028,2025-06-22T15:04:15.750604,23.79,4.02,2.03,19.3,7.62,4.75,753.0,10.1,46.950012,-85.175552
iot_device_030,2025-06-22T16:04:15.750604,26.34,2.99,3.91,15.5,8.01,0.67,459.0,8.2,30.953702,-102.969307
iot_device_012,2025-06-22T17:04:15.750604,36.74,3.21,7.89,24.2,6.56,4.44,710.0,11.8,33.215053,-87.056286
iot_device_028,2025-06-22T18:04:15.750604,102.31,2.58,3.63,20.9,6.82,2.6,229.0,6.7,49.340027,-118.445337
iot_device_039,2025-06-22T19:04:15.750604,76.4,1.15,6.52,18.4,8.47,0.37,307.0,6.9,32.233639,-117.01719
iot_device_028,2025-06-22T20:04:15.750604,87.87,1.65,6.76,22.0,7.12,0.52,429.0,8.5,28.028715,-71.610704
iot_device_017,2025-06-22T21:04:15.750604,135.8,2.83,3.25,21.1,8.46,2.55,566.0,11.4,32.172984,-95.095855
iot_device_006,2025-06-22T22:04:15.750604,91.36,3.64,7.51,17.8,8.21,4.57,662.0,8.9,39.998121,-75.444957
iot_device_005,2025-06-22T23:04:15.750604,32.14,2.17,2.37,24.4,7.01,1.57,440.0,8.7,31.14114,-103.218412
iot_device_023,2025-06-23T00:04:15.750604,24.15,2.43,2.26,19.3,6.62,3.54,269.0,8.1,49.474442,-101.406556
iot_device_017,2025-06-23T01:04:15.750604,25.87,1.69,6.51,21.3,7.55,2.79,778.0,9.6,36.80559,-81.513244
iot_device_007,2025-06-23T02:04:15.750604,32.94,2.92,6.16,15.9,7.45,0.95,753.0,11.2,31.142206,-103.650166
iot_device_036,2025-06-23T03:04:15.750604,27.66,1.5,2.58,18.3,7.49,2.76,616.0,11.8,33.591735,-119.303419
iot_device_043,2025-06-23T04:04:15.750604,10.24,3.22,4.77,21.1,6.56,0.78,630.0,10.4,36.812311,-118.0211
iot_device_021,2025-06-23T05:04:15.750604,29.12,2.94,6.06,17.6,8.37,2.64,209.0,9.7,48.938311,-104.255834
iot_device_008,2025-06-23T06:04:15.750604,141.74,0.55,6.65,15.8,6.89,2.07,730.0,9.3,30.085788,-91.862616
iot_device_004,2025-06-23T07:04:15.750604,132.57,2.82,5.43,18.7,8.32,1.47,718.0,9.4,30.084119,-100.244504
iot_device_022,2025-06-23T08:04:15.750604,107.39,3.49,6.08,21.4,7.12,4.1,489.0,8.2,28.363472,-71.705815
iot_device_043,2025-06-23T09:04:15.750604,142.25,4.99,6.49,20.8,7.09,3.6,503.0,9.8,46.360071,-99.311495
iot_device_004,2025-06-23T10:04:15.750604,15.14,4.04,7.66,15.3,7.42,3.53,263.0,9.0,32.960195,-115.823043
iot_device_018,2025-06-23T11:04:15.750604,31.47,4.23,5.85,20.5,8.45,1.41,362.0,6.7,40.089528,-74.935996
iot_device_046,2025-06-23T12:04:15.750604,10.73,3.6,7.82,16.7,8.29,0.47,749.0,8.4,43.666261,-94.160912
iot_device_003,2025-06-23T13:04:15.750604,37.67,2.33,5.73,24.7,8.14,3.59,608.0,10.0,26.817627,-98.747482
iot_device_013,2025-06-23T14:04:15.750604,13.09,3.97,6.86,21.8,8.07,3.93,355.0,11.0,46.51206,-72.754324
iot_device_027,2025-06-23T15:04:15.750604,37.18,2.29,7.45,22.4,8.11,3.38,657.0,8.1,31.735422,-110.718456
iot_device_009,2025-06-23T16:04:15.750604,32.2,3.28,2.34,22.5,8.11,3.68,390.0,7.1,42.907778,-111.030271
iot_device_012,2025-06-23T17:04:15.750604,30.85,0.69,6.86,17.2,7.21,2.43,564.0,10.1,41.957099,-78.018199
iot_device_008,2025-06-23T18:04:15.750604,134.71,4.84,5.18,16.4,6.54,4.43,470.0,11.9,40.320018,-74.053676
iot_device_047,2025-06-23T19:04:15.750604,154.84,2.99,4.55,18.9,7.39,1.13,576.0,6.4,32.974298,-86.429804
iot_device_007,2025-06-23T20:04:15.750604,166.07,4.67,7.77,15.5,7.8,0.96,470.0,6.7,48.905018,-91.655096
iot_device_029,2025-06-23T21:04:15.750604,154.81,3.95,6.47,20.2,7.34,3.65,633.0,6.0,35.312284,-106.810119
iot_device_046,2025-06-23T22:04:15.750604,71.8,1.2,4.12,20.0,8.09,0.45,548.0,10.0,45.575282,-94.649599
iot_device_028,2025-06-23T23:04:15.750604,35.01,1.17,6.35,17.2,7.11,0.11,711.0,9.0,27.057778,-108.806489
iot_device_026,2025-06-24T00:04:15.750604,17.55,2.17,6.97,16.4,7.94,3.75,332.0,7.2,27.615697,-83.660049
iot_device_006,2025-06-24T01:04:15.750604,29.08,3.89,7.31,22.9,7.52,2.41,247.0,6.6,34.690812,-105.508533
iot_device_007,2025-06-24T02:04:15.750604,21.83,3.61,7.74,20.0,7.31,3.43,348.0,10.1,42.12942,-119.965571
iot_device_019,2025-06-24T03:04:15.750604,19.82,2.26,4.9,17.9,8.43,1.52,439.0,6.2,39.66615,-82.197099
iot_device_027,2025-06-24T04:04:15.750604,13.26,3.05,3.99,18.9,7.09,3.27,338.0,10.8,41.234588,-115.198059
iot_device_047,2025-06-24T05:04:15.750604,14.99,2.88,6.07,19.9,6.6,0.01,659.0,7.9,41.511109,-106.506989
iot_device_017,2025-06-24T06:04:15.750604,61.19,1.51,6.28,19.2,7.48,2.69,735.0,10.2,42.113477,-91.073263
iot_device_023,2025-06-24T07:04:15.750604,77.94,3.49,7.89,24.6,7.22,0.6,698.0,10.6,28.471482,-114.231014
iot_device_040,2025-06-24T08:04:15.750604,149.19,1.16,7.5,19.7,7.79,4.23,786.0,8.0,25.136969,-111.425561
iot_device_016,2025-06-24T09:04:15.750604,147.96,4.54,6.24,17.9,6.52,4.29,709.0,9.4,42.144205,-87.848142
iot_device_020,2025-06-24T10:04:15.750604,19.11,4.29,7.48,24.8,7.73,1.04,384.0,9.7,41.344895,-88.840557
iot_device_030,2025-06-24T11:04:15.750604,36.46,2.1,4.86,23.7,6.72,1.33,684.0,11.6,28.827049,-78.289252
iot_device_018,2025-06-24T12:04:15.750604,15.71,1.37,2.9,15.0,8.29,2.51,455.0,7.4,30.812953,-75.166288
iot_device_023,2025-06-24T13:04:15.750604,11.38,2.41,5.7,23.2,6.68,4.12,382.0,9.4,40.74566,-108.821625
iot_device_047,2025-06-24T14:04:15.750604,39.57,2.45,3.99,21.1,7.98,2.78,662.0,10.2,49.813948,-110.62995
iot_device_050,2025-06-24T15:04:15.750604,17.38,1.04,4.82,21.9,7.99,0.26,727.0,10.9,36.778444,-79.673565
iot_device_035,2025-06-24T16:04:15.750604,28.36,1.02,6.82,15.5,7.8,0.34,732.0,7.3,32.077648,-112.534554
iot_device_009,2025-06-24T17:04:15.750604,28.42,1.32,4.36,17.9,6.62,4.35,230.0,7.6,37.704478,-104.469037
iot_device_038,2025-06-24T18:04:15.750604,96.78,4.07,5.5,21.6,7.41,1.96,792.0,8.5,33.415481,-86.815698
iot_device_031,2025-06-24T19:04:15.750604,96.16,4.25,5.47,19.5,6.54,0.46,394.0,6.2,47.93534,-110.554398
iot_device_048,2025-06-24T20:04:15.750604,290.01,3.73,7.84,24.5,6.73,0.74,482.0,8.8,47.582316,-75.653079
iot_device_007,2025-06-24T21:04:15.750604,91.3,0.78,6.42,21.3,7.94,3.98,629.0,10.5,36.94996,-115.980713
iot_device_003,2025-06-24T22:04:15.750604,137.1,2.37,2.91,22.2,7.19,2.03,323.0,6.0,46.281579,-90.924371
iot_device_043,2025-06-24T23:04:15.750604,10.29,0.79,3.0,21.5,7.27,3.51,355.0,7.5,41.004149,-87.040132
iot_device_002,2025-06-25T00:04:15.750604,11.04,0.74,4.2,17.9,7.04,2.57,598.0,9.3,25.431981,-117.362612
iot_device_036,2025-06-25T01:04:15.750604,28.46,2.33,5.41,20.4,6.75,0.26,675.0,8.8,43.698184,-80.725403
iot_device_033,2025-06-25T02:04:15.750604,24.76,4.63,3.01,16.1,8.4,1.32,352.0,8.6,43.721406,-84.985661
iot_device_033,2025-06-25T03:04:15.750604,20.02,0.71,5.13,19.9,8.04,2.58,574.0,11.5,44.320115,-88.270743
iot_device_007,2025-06-25T04:04:15.750604,11.12,3.71,6.91,15.3,6.78,0.55,361.0,10.6,26.11603,-83.453779
iot_device_043,2025-06-25T05:04:15.750604,10.83,3.66,7.56,22.0,8.49,1.01,443.0,10.1,41.117084,-111.441235
iot_device_009,2025-06-25T06:04:15.750604,100.25,1.43,4.18,16.5,7.77,3.91,241.0,6.0,28.803842,-70.312647
iot_device_046,2025-06-25T07:04:15.750604,52.38,0.8,2.96,22.0,6.57,0.23,371.0,11.7,37.932219,-107.176136
iot_device_007,2025-06-25T08:04:15.750604,83.19,4.0,7.98,21.6,7.41,0.82,395.0,9.5,35.97273,-96.471782
iot_device_028,2025-06-25T09:04:15.750604,109.65,4.05,6.01,22.4,8.26,4.95,509.0,8.0,25.91659,-100.333935
iot_device_043,2025-06-25T10:04:15.750604,31.67,1.45,2.24,21.6,8.29,4.39,516.0,9.8,32.685204,-98.277906
iot_device_008,2025-06-25T11:04:15.750604,39.59,3.48,7.57,17.6,7.2,3.08,512.0,9.7,32.239962,-85.326501
iot_device_026,2025-06-25T12:04:15.750604,29.63,2.94,2.06,19.0,7.48,4.61,723.0,11.1,27.344621,-74.870462
iot_device_043,2025-06-25T13:04:15.750604,10.64,3.78,4.78,24.2,7.14,4.99,231.0,9.6,36.510407,-71.703276
iot_device_005,2025-06-25T14:04:15.750604,26.86,3.6,4.65,21.1,8.1,3.05,743.0,6.6,25.531425,-70.857239
iot_device_006,2025-06-25T15:04:15.750604,89.68,4.7,6.9,17.4,8.06,1.61,363.0,8.1,44.941944,-106.286859
iot_device_020,2025-06-25T16:04:15.750604,81.67,3.58,6.28,17.0,6.68,4.16,684.0,6.7,33.160191,-74.703907
iot_device_004,2025-06-25T17:04:15.750604,62.47,2.02,7.98,21.9,7.77,0.1,721.0,11.3,26.429265,-74.026369
iot_device_017,2025-06-25T18:04:15.750604,165.74,0.96,6.13,16.4,8.07,2.98,276.0,8.7,26.754552,-102.947469
iot_device_011,2025-06-25T19:04:15.750604,121.13,1.15,2.32,20.4,6.89,3.02,286.0,7.3,34.406365,-83.230218
iot_device_027,2025-06-25T20:04:15.750604,174.25,4.57,2.28,23.0,8.46,4.34,346.0,8.1,36.378449,-104.43197
iot_device_019,2025-06-25T21:04:15.750604,96.36,2.36,5.14,17.4,8.02,3.17,585.0,6.3,44.19955,-74.458549
iot_device_038,2025-06-25T22:04:15.750604,72.05,0.53,4.46,20.5,6.76,0.77,356.0,6.4,48.939869,-119.121504
iot_device_031,2025-06-25T23:04:15.750604,24.41,1.16,3.3,19.6,6.66,0.8,325.0,7.7,27.965263,-90.320221
iot_device_042,2025-06-26T00:04:15.750604,26.12,4.89,2.57,19.3,8.4,2.95,480.0,6.5,41.31136,-90.92588
iot_device_002,2025-06-26T01:04:15.750604,38.93,3.1,7.92,16.0,6.81,2.75,466.0,10.2,48.425394,-105.459173
iot_device_032,2025-06-26T02:04:15.750604,30.18,2.03,5.16,20.6,6.95,0.91,515.0,7.1,29.193398,-110.780497
iot_device_016,2025-06-26T03:04:15.750604,15.28,4.2,7.83,22.9,7.47,1.29,630.0,11.6,29.885716,-85.348151
iot_device_035,2025-06-26T04:04:15.750604,31.82,2.09,2.19,18.2,7.32,3.41,462.0,9.0,47.412045,-77.897903
iot_device_043,2025-06-26T05:04:15.750604,34.11,0.97,4.0,16.8,8.28,1.57,633.0,7.1,32.200575,-73.79938
iot_device_036,2025-06-26T06:04:15.750604,76.37,2.43,3.36,19.4,6.52,3.66,635.0,7.6,34.435524,-103.431808
iot_device_027,2025-06-26T07:04:15.750604,128.41,0.85,4.01,20.5,8.12,3.36,754.0,11.9,37.678769,-108.83907
iot_device_033,2025-06-26T08:04:15.750604,117.68,1.53,4.19,16.1,7.52,2.64,201.0,8.8,47.268925,-73.876191
iot_device_043,2025-06-26T09:04:15.750604,133.33,2.73,3.16,24.9,6.96,4.45,407.0,12.0,38.022018,-72.967304
iot_device_009,2025-06-26T10:04:15.750604,17.57,2.81,4.72,20.8,6.93,1.47,713.0,11.1,36.64687,-80.895645
iot_device_025,2025-06-26T11:04:15.750604,31.38,3.81,5.51,21.3,7.55,3.61,346.0,9.6,31.797453,-83.307467
iot_device_028,2025-06-26T12:04:15.750604,28.56,3.15,5.21,16.7,6.69,1.21,452.0,7.2,47.4734,-77.055242
iot_device_013,2025-06-26T13:04:15.750604,31.66,2.25,7.3,19.0,7.39,2.15,304.0,11.8,29.521655,-82.942934
iot_device_049,2025-06-26T14:04:15.750604,27.72,0.99,6.34,20.6,6.85,3.24,602.0,11.0,49.08373,-95.733372
iot_device_003,2025-06-26T15:04:15.750604,13.02,2.05,5.05,18.8,8.32,3.97,580.0,6.1,47.776526,-78.354474
iot_device_018,2025-06-26T16:04:15.750604,15.24,3.98,4.72,24.2,7.9,3.97,245.0,10.4,27.914114,-106.428038
iot_device_018,2025-06-26T17:04:15.750604,21.38,0.77,4.06,15.8,6.98,4.02,723.0,8.8,45.628234,-73.526575
iot_device_048,2025-06-26T18:04:15.750604,124.08,1.19,5.27,19.6,7.99,2.93,565.0,9.3,34.85129,-78.383868
iot_device_031,2025-06-26T19:04:15.750604,162.35,3.9,5.16,17.4,7.73,3.03,489.0,11.2,44.266386,-85.128869
iot_device_019,2025-06-26T20:04:15.750604,275.26,4.29,2.58,22.1,7.52,2.46,605.0,6.5,39.879946,-98.817454
iot_device_006,2025-06-26T21:04:15.750604,130.55,4.91,7.43,23.5,7.7,1.5,486.0,7.5,35.837455,-93.982995
iot_device_025,2025-06-26T22:04:15.750604,94.68,1.67,6.45,20.9,8.04,2.41,498.0,11.9,28.479301,-83.473905
iot_device_008,2025-06-26T23:04:15.750604,20.21,0.95,5.33,20.1,7.06,4.24,755.0,8.6,41.707042,-78.479541
iot_device_009,2025-06-27T00:04:15.750604,17.86,3.53,2.51,18.2,6.74,1.03,273.0,11.9,33.572726,-89.975514
iot_device_030,2025-06-27T01:04:15.750604,28.47,3.64,7.61,19.9,6.94,0.82,523.0,10.6,32.005106,-84.017709
iot_device_026,2025-06-27T02:04:15.750604,11.42,2.95,4.28,23.3,6.63,4.46,671.0,7.6,46.334674,-91.000493
iot_device_049,2025-06-27T03:04:15.750604,36.38,3.1,2.25,23.1,8.39,0.25,527.0,11.9,26.984294,-79.238879
iot_device_033,2025-06-27T04:04:15.750604,38.52,3.43,2.38,18.8,7.22,1.2,533.0,7.1,33.542896,-74.504646
iot_device_032,2025-06-27T05:04:15.750604,32.17,3.23,5.67,15.7,6.75,4.37,653.0,8.9,27.730614,-77.633068
iot_device_024,2025-06-27T06:04:15.750604,94.88,2.35,7.31,21.8,8.04,3.99,491.0,8.1,49.223472,-78.772188
iot_device_016,2025-06-27T07:04:15.750604,72.37,0.64,6.0,18.2,7.95,0.69,693.0,9.8,31.634353,-84.768128
iot_device_035,2025-06-27T08:04:15.750604,138.63,2.36,7.67,24.7,6.95,1.23,394.0,9.6,34.75912,-87.218904
iot_device_026,2025-06-27T09:04:15.750604,128.56,3.64,5.55,22.1,7.68,1.32,410.0,10.9,28.566545,-80.069751
iot_device_043,2025-06-27T10:04:15.750604,25.79,2.07,3.81,17.3,7.14,4.82,647.0,11.4,41.127117,-105.985125
iot_device_038,2025-06-27T11:04:15.750604,32.81,4.02,5.43,23.1,6.59,2.71,267.0,10.5,47.887239,-89.160635
iot_device_003,2025-06-27T12:04:15.750604,36.43,0.58,4.16,23.4,8.04,2.14,683.0,11.9,46.217647,-107.910018
iot_device_019,2025-06-27T13:04:15.750604,19.56,3.05,2.91,17.6,7.26,1.28,796.0,6.6,31.633604,-86.128717
iot_device_024,2025-06-27T14:04:15.750604,20.22,4.41,7.22,15.2,8.49,4.3,666.0,8.3,27.472688,-81.908318
iot_device_021,2025-06-27T15:04:15.750604,26.59,1.54,2.67,21.1,7.97,1.06,527.0,9.3,26.53823,-119.644153
iot_device_045,2025-06-27T16:04:15.750604,32.68,1.57,6.06,24.0,7.55,3.38,451.0,11.4,40.813223,-74.967686
iot_device_045,2025-06-27T17:04:15.750604,26.44,2.04,7.55,20.6,7.96,4.9,719.0,9.5,30.721246,-87.67549
iot_device_037,2025-06-27T18:04:15.750604,171.51,2.23,6.32,16.5,7.88,3.74,583.0,7.3,35.424467,-99.215689
iot_device_039,2025-06-27T19:04:15.750604,106.8,3.27,5.93,20.2,8.37,0.13,327.0,8.2,34.154531,-94.832486
iot_device_043,2025-06-27T20:04:15.750604,63.04,1.3,6.92,19.8,7.0,3.19,709.0,10.6,27.519469,-88.303587
iot_device_002,2025-06-27T21:04:15.750604,94.57,2.04,7.08,16.8,6.77,4.76,346.0,9.1,26.989983,-92.197329
iot_device_037,2025-06-27T22:04:15.750604,67.12,1.24,2.24,15.9,7.66,3.4,701.0,9.5,42.927171,-99.044099
iot_device_044,2025-06-27T23:04:15.750604,37.91,4.57,3.23,15.4,7.09,3.89,340.0,9.2,29.391545,-93.163653
iot_device_009,2025-06-28T00:04:15.750604,25.93,4.13,4.34,16.3,6.56,1.72,392.0,7.8,29.645487,-108.686347
iot_device_049,2025-06-28T01:04:15.750604,36.02,1.99,2.2,16.0,7.78,2.33,726.0,10.2,33.788332,-97.836556
iot_device_022,2025-06-28T02:04:15.750604,20.99,1.8,6.46,21.6,7.27,4.73,692.0,6.9,27.09399,-89.66179
iot_device_037,2025-06-28T03:04:15.750604,25.02,1.23,7.4,18.2,7.75,3.3,400.0,9.0,28.897433,-73.11722
